,x,y
0,-1.0,-0.5285340160863897
1,-0.9310344827586207,-0.019558355072449893
2,-0.8620689655172413,0.0764574128588136
3,-0.7931034482758621,0.055428574062884706
4,-0.7241379310344828,0.028922964480663796
5,-0.6551724137931034,0.022946358119955997
6,-0.5862068965517242,0.031570268986304134
7,-0.5172413793103448,0.04288285915739891
8,-0.4482758620689655,0.04906373495476966
9,-0.3793103448275862,0.04822350459193187
10,-0.31034482758620685,0.04269087824383157
11,-0.24137931034482762,0.03640176404842619
12,-0.1724137931034483,0.03271651288044108
13,-0.10344827586206895,0.03317213101750185
14,-0.03448275862068961,0.03721017061227904
15,0.034482758620689724,0.04268468809113227
16,0.10344827586206895,0.04685441378508453
17,0.17241379310344818,0.04753300021272237
18,0.24137931034482762,0.04407086015388585
19,0.31034482758620685,0.03785669524679444
20,0.3793103448275863,0.03206611626010017
21,0.4482758620689655,0.030483604476355574
22,0.5172413793103448,0.03544340740935868
23,0.5862068965517242,0.045363630931732055
24,0.6551724137931034,0.05310502272451999
25,0.7241379310344827,0.04762468955438737
26,0.7931034482758621,0.023306008524255552
27,0.8620689655172413,0.0041627345673291676
28,0.9310344827586208,0.09411963160052922
29,1.0,0.5701006469012365
