,x,y
0,-1.0,-0.5531828469337009
1,-0.9310344827586207,0.038658530663638675
2,-0.8620689655172413,0.03884420736018852
3,-0.7931034482758621,0.039017191713447655
4,-0.7241379310344828,0.039177118881517675
5,-0.6551724137931034,0.03932364850975858
6,-0.5862068965517242,0.039456466144268766
7,-0.5172413793103448,0.03957528203947084
8,-0.4482758620689655,0.03967983372151116
9,-0.3793103448275862,0.03976988938431096
10,-0.31034482758620685,0.039845250211405316
11,-0.24137931034482762,0.03990574393442559
12,-0.1724137931034483,0.03995123514891183
13,-0.10344827586206895,0.03998161892399711
14,-0.03448275862068961,0.03999683043323123
15,0.034482758620689724,0.03999682980253401
16,0.10344827586206895,0.03998161969581045
17,0.17241379310344818,0.03995123426176186
18,0.24137931034482762,0.03990574474103867
19,0.31034482758620685,0.03984524966359554
20,0.3793103448275863,0.03976988966486379
21,0.4482758620689655,0.03967983358133311
22,0.5172413793103448,0.03957528212955957
23,0.5862068965517242,0.03945646611108362
24,0.6551724137931034,0.03932364848880407
25,0.7241379310344827,0.03917711889819836
26,0.7931034482758621,0.03901719173774747
27,0.8620689655172413,0.03884420734101016
28,0.9310344827586208,0.03865853064125337
29,1.0,0.5917114002153161
