,x,y
0,0.0,-1.8776226305691905
1,0.010101010101010102,-0.13525140962671311
2,0.020202020202020204,0.1553812160232548
3,0.030303030303030304,0.08443973549433516
4,0.04040404040404041,0.010172791373580865
5,0.050505050505050504,-0.0026402023070429036
6,0.06060606060606061,0.021160740774984303
7,0.0707070707070707,0.04875145648668115
8,0.08080808080808081,0.06279856748382699
9,0.09090909090909091,0.06120298345043381
10,0.10101010101010101,0.050091298394796986
11,0.1111111111111111,0.03729082216115016
12,0.12121212121212122,0.028487728750366786
13,0.13131313131313133,0.02597617716407548
14,0.1414141414141414,0.02911315362762862
15,0.15151515151515152,0.035538485805666736
16,0.16161616161616163,0.04246176832938328
17,0.1717171717171717,0.04762252362874696
18,0.18181818181818182,0.04978714613451506
19,0.1919191919191919,0.04881898667512123
20,0.20202020202020202,0.04544753982226941
21,0.21212121212121213,0.04088729253584876
22,0.2222222222222222,0.03643914143114759
23,0.23232323232323232,0.03316817101824668
24,0.24242424242424243,0.03170695786269831
25,0.25252525252525254,0.032193901958773634
26,0.26262626262626265,0.03432693697772023
27,0.2727272727272727,0.037496042707706186
28,0.2828282828282828,0.04095235502931062
29,0.29292929292929293,0.043974903282640636
30,0.30303030303030304,0.04600504939181752
31,0.31313131313131315,0.04673054267827251
32,0.32323232323232326,0.04611317973965891
33,0.3333333333333333,0.044364480384601175
34,0.3434343434343434,0.04188139810708129
35,0.35353535353535354,0.03915839452400172
36,0.36363636363636365,0.036693298290225315
37,0.37373737373737376,0.0349027247906521
38,0.3838383838383838,0.03405918780789291
39,0.3939393939393939,0.03425722844716418
40,0.40404040404040403,0.03541074339824386
41,0.41414141414141414,0.037278933103105615
42,0.42424242424242425,0.039514462760488436
43,0.43434343434343436,0.0417248930578365
44,0.4444444444444444,0.0435373503623667
45,0.45454545454545453,0.04465673978174465
46,0.46464646464646464,0.04490937556475173
47,0.47474747474747475,0.04426641192662681
48,0.48484848484848486,0.042844529679054465
49,0.494949494949495,0.04088456688233399
50,0.5050505050505051,0.03871178325452236
51,0.5151515151515151,0.03668387364959121
52,0.5252525252525253,0.03513442761705409
53,0.5353535353535354,0.03432010031037269
54,0.5454545454545454,0.03437925612855644
55,0.5555555555555556,0.03530832725687026
56,0.5656565656565656,0.036959762063611845
57,0.5757575757575758,0.039062487981789684
58,0.5858585858585859,0.04126262013930821
59,0.5959595959595959,0.043179097512338095
60,0.6060606060606061,0.04446642035375218
61,0.6161616161616161,0.044875064133819774
62,0.6262626262626263,0.044299752468884034
63,0.6363636363636364,0.04280676607192518
64,0.6464646464646465,0.04063387698197518
65,0.6565656565656566,0.038160176743848244
66,0.6666666666666666,0.035847668976271896
67,0.6767676767676768,0.034161485935211885
68,0.6868686868686869,0.03348026945342565
69,0.696969696969697,0.034011830536845256
70,0.7070707070707071,0.03573085373089898
71,0.7171717171717171,0.03835442888465304
72,0.7272727272727273,0.04136710080139821
73,0.7373737373737373,0.044099846765194
74,0.7474747474747475,0.04585738289357469
75,0.7575757575757576,0.046076577118943085
76,0.7676767676767676,0.04448732814404204
77,0.7777777777777778,0.041238523636182724
78,0.7878787878787878,0.03694852617566457
79,0.797979797979798,0.032645001860776034
80,0.8080808080808081,0.02957516430459441
81,0.8181818181818182,0.0288955569472299
82,0.8282828282828283,0.03128870647338111
83,0.8383838383838383,0.036597009545855444
84,0.8484848484848485,0.043601965148089505
85,0.8585858585858586,0.05009394301055266
86,0.8686868686868687,0.053354011170841875
87,0.8787878787878788,0.05108292180532419
88,0.8888888888888888,0.042645547357541835
89,0.898989898989899,0.030250611869682684
90,0.9090909090909091,0.019391168219112315
91,0.9191919191919192,0.01763679208147872
92,0.9292929292929293,0.030921269774467366
93,0.9393939393939394,0.05723534898921617
94,0.9494949494949495,0.07984893592689313
95,0.9595959595959596,0.06705727061752965
96,0.9696969696969697,-0.0051279558068637945
97,0.9797979797979798,-0.07403324347603257
98,0.98989898989899,0.20686891604027963
99,1.0,1.8922003284938365
