,x,u
0,0.0,0.3909223930649941
1,0.02,0.39090660818446066
2,0.04,0.39093882330392726
3,0.06,0.3910670384233938
4,0.08,0.39133925354286037
5,0.1,0.39180346866232696
6,0.12,0.39250768378179374
7,0.14,0.3934998989012603
8,0.16,0.3948281140207267
9,0.18,0.39654032914019344
10,0.2,0.3986845442596598
11,0.22,0.4013087593791264
12,0.24,0.4044609744985933
13,0.26,0.40818918961805956
14,0.28,0.41254140473752654
15,0.3,0.4175656198569927
16,0.32,0.42330983497645897
17,0.34,0.42982205009592556
18,0.36,0.4371502652153924
19,0.38,0.445342480334859
20,0.4,0.45444669545432564
21,0.42,0.4645109105737922
22,0.44,0.4755831256932587
23,0.46,0.4877113408127254
24,0.48,0.5009435559321919
25,0.5,0.5153277710516584
26,0.52,0.5309119861711251
27,0.54,0.5477442012905916
28,0.56,0.5658724164100589
29,0.58,0.5853446315295248
30,0.6,0.606208846648992
31,0.62,0.6285130617684586
32,0.64,0.6523052768879245
33,0.66,0.6776334920073911
34,0.68,0.7045457071268577
35,0.7,0.7330899222463254
36,0.72,0.7633141373657921
37,0.74,0.7952663524852573
38,0.76,0.828994567604724
39,0.78,0.8645467827241906
40,0.8,0.9019709978436572
41,0.82,0.9413152129631248
42,0.84,0.9826274280825915
43,0.86,1.0259556432020567
44,0.88,1.0713478583215235
45,0.9,1.1188520734409901
46,0.92,1.1685162885604565
47,0.94,1.220388503679923
48,0.96,1.2745167187993909
49,0.98,1.3309489339188576
