,x,u
0,0.0,0.29254511488328794
1,0.03225806451612903,0.28219390416259305
2,0.06451612903225806,0.27204409655021944
3,0.0967741935483871,0.2622970951544884
4,0.12903225806451613,0.2531543030837213
5,0.16129032258064516,0.24481712344623943
6,0.1935483870967742,0.23748695935036407
7,0.22580645161290322,0.2313652139044165
8,0.25806451612903225,0.22665329021671812
9,0.2903225806451613,0.22355259139559017
10,0.3225806451612903,0.22226452054935397
11,0.3548387096774194,0.22299048078633082
12,0.3870967741935484,0.22593187521484204
13,0.41935483870967744,0.2312901069432089
14,0.45161290322580644,0.23926657907975274
15,0.4838709677419355,0.25006269473279485
16,0.5161290322580645,0.2638798570106565
17,0.5483870967741935,0.28091946902165904
18,0.5806451612903226,0.30138293387412385
19,0.6129032258064516,0.32547165467637207
20,0.6451612903225806,0.35338703453672504
21,0.6774193548387096,0.3853304765635044
22,0.7096774193548387,0.4215033838650306
23,0.7419354838709677,0.46210715954962583
24,0.7741935483870968,0.5073432067256113
25,0.8064516129032258,0.5574129285013079
26,0.8387096774193549,0.6125177279850371
27,0.8709677419354839,0.6728590082851202
28,0.9032258064516129,0.7386381725098785
29,0.9354838709677419,0.8100566237676337
30,0.967741935483871,0.8873157651667062
31,1.0,0.970616999815418
