,x,u
0,0.0,0.2897507882926107
1,0.015873015873015872,0.2848290592485232
2,0.031746031746031744,0.27993132569328383
3,0.047619047619047616,0.2750815831157406
4,0.06349206349206349,0.2703038270047417
5,0.07936507936507936,0.26562205284913515
6,0.09523809523809523,0.2610602561377691
7,0.1111111111111111,0.2566424323594917
8,0.12698412698412698,0.2523925770031509
9,0.14285714285714285,0.24833468555759486
10,0.15873015873015872,0.24449275351167168
11,0.1746031746031746,0.24089077635422954
12,0.19047619047619047,0.2375527495741164
13,0.20634920634920634,0.23450266866018044
14,0.2222222222222222,0.2317645291012697
15,0.23809523809523808,0.22936232638623238
16,0.25396825396825395,0.2273200560039165
17,0.2698412698412698,0.22566171344317013
18,0.2857142857142857,0.2244112941928414
19,0.30158730158730157,0.22359279374177843
20,0.31746031746031744,0.22323020757882928
21,0.3333333333333333,0.22334753119284206
22,0.3492063492063492,0.22396876007266486
23,0.36507936507936506,0.2251178897071458
24,0.38095238095238093,0.22681891558513292
25,0.3968253968253968,0.22909583319547444
26,0.4126984126984127,0.23197263802701834
27,0.42857142857142855,0.23547332556861275
28,0.4444444444444444,0.23962189130910574
29,0.4603174603174603,0.24444233073734545
30,0.47619047619047616,0.24995863934217996
31,0.49206349206349204,0.25619481261245736
32,0.5079365079365079,0.2631748460370258
33,0.5238095238095238,0.2709227351047331
34,0.5396825396825397,0.2794624753044279
35,0.5555555555555556,0.2888180621249579
36,0.5714285714285714,0.2990134910551712
37,0.5873015873015873,0.31007275758391606
38,0.6031746031746031,0.32201985720004045
39,0.6190476190476191,0.3348787853923925
40,0.6349206349206349,0.3486735376498203
41,0.6507936507936508,0.363428109461172
42,0.6666666666666666,0.3791664963152956
43,0.6825396825396826,0.3959126937010394
44,0.6984126984126984,0.41369069710725115
45,0.7142857142857143,0.4325245020227793
46,0.7301587301587301,0.4524381039364717
47,0.746031746031746,0.47345549833717665
48,0.7619047619047619,0.49560068071374197
49,0.7777777777777778,0.5188976465550161
50,0.7936507936507936,0.5433703913498469
51,0.8095238095238095,0.5690429105870826
52,0.8253968253968254,0.5959391997555711
53,0.8412698412698413,0.6240832543441607
54,0.8571428571428571,0.6534990698416993
55,0.873015873015873,0.6842106417370353
56,0.8888888888888888,0.7162419655190163
57,0.9047619047619048,0.749617036676491
58,0.9206349206349206,0.784359850698307
59,0.9365079365079365,0.8204944030733129
60,0.9523809523809523,0.8580446892903562
61,0.9682539682539683,0.8970347048382855
62,0.9841269841269841,0.9374884452059484
63,1.0,0.9794299058821937
