,x,u
0,0.0,0.295563826818704
1,0.06666666666666667,0.27314930431226064
2,0.13333333333333333,0.25251255958359503
3,0.2,0.23543137041048495
4,0.26666666666666666,0.22368351457070823
5,0.3333333333333333,0.21904676984204263
6,0.4,0.2232989140022658
7,0.4666666666666667,0.2382177248291557
8,0.5333333333333333,0.26558098010049014
9,0.6,0.3071664575940467
10,0.6666666666666666,0.3647519350876033
11,0.7333333333333333,0.44011519035893765
12,0.8,0.5350340011858277
13,0.8666666666666667,0.6512861453460509
14,0.9333333333333333,0.7906494006173854
15,1.0,0.9549015447776086
